,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2006-10-17,-0.0008012236870857947,-0.012632787826586278,-0.00970149253731345,-0.004790419161676662,-0.0071761750986724104,-0.00819013971414806,-0.002331261101243376,-0.010881831371916784,0.001281065846784557,0.00063956144358146,0.00028879476318821595,0.0005836861132202387,0.00044637832661553745,0.00015302323893284786
2006-10-18,0.0041551246537396835,-0.0024716487350974203,0.0025119316754584897,0.002406738868832692,0.020057824358511,0.005181347150259086,0.0035050628685879825,0.005215548855024066,-0.0004264756055953889,0.0002739225712198312,9.62371282842156e-05,0.0005833456224810796,0.0004471325361852241,-7.649991320191063e-05
2006-10-19,-0.004573502722323042,0.004664043142398988,0.0,-0.007803121248499356,0.0008857395925598865,-0.00016108247422685906,-0.0035482619060819287,0.001297122010539109,-0.0018772932844098866,-0.000821542674577902,-0.0003849114703619039,-0.0016025655974500896,-0.0010425253126861156,-0.0003825288294323492
2006-10-20,0.0017502917152858455,-0.0023211954156390213,0.006514657980456029,0.006049606775559546,0.006548672566371705,0.005638794908973788,0.011127802815334098,0.0010525463525221657,8.549200649743405e-05,-0.00045678786771419233,-0.0003850596842509546,-0.000438189576320247,-0.0004464451802522751,-7.65350427468503e-05
2006-10-23,-0.0015288293535234976,0.00901555911007712,0.005227781926810948,0.008418520745640423,-0.016177246351327557,0.006488305030438957,-0.0023111208936333894,0.0022646392753153943,-0.0028209950418874863,-0.002193583767480023,-0.0005778120184900537,-0.0024826049405333173,-0.0016405599090678624,-0.0009204533968950601
2006-10-24,0.009478672985782088,-0.005043954460296818,-0.002971768202080227,0.0011926058437685683,0.025201072386058954,-0.0011142061281337323,0.0023164745463570835,0.0008069722401549129,-0.00017145306472365895,0.0003664010259227801,9.635767970705977e-05,0.000438535665693518,0.0,0.00015322283609586762
2006-10-25,-0.000505597688696291,0.008400926998841207,0.0029806259314455463,-0.004764740917212573,0.009065550906555142,0.005816269619950631,-0.00099048038298577,0.004354136429608024,0.0008574123295894687,0.000183133412691161,0.0,0.0033662528005273806,0.0022407164174540473,0.0007679609066653104
2006-10-26,0.006431565255094807,0.006320022981901818,0.0032194155522535794,0.007181328545780907,0.01485832757429173,0.00364385297845371,0.015092261085100533,-0.002809890815671179,0.0007710100231301809,0.00027464982147762385,-9.63483957993061e-05,0.0033549591598598383,0.0023844996079882552,0.0009960130041029025
2006-10-27,-0.001795074316076728,-0.01156151869825861,-0.010120957788200435,-0.008318478906714222,-0.006809669731018042,-0.009155485398579355,-0.007054099517065482,-0.0037034055229047125,0.003509673001198532,0.0014643968515466455,0.0002890730391211793,0.002471056264909288,0.001784120471426398,0.0009195375255617311
2006-10-30,-0.006330024456912664,0.0027436823104693975,0.0,-0.01857399640503299,-0.0013712718546451397,0.0017524295045403537,0.0,-0.01018181818181818,0.0017060479399471085,0.000548345823432772,9.63298333493956e-05,0.0002904872389790647,0.0,-0.00015376840323766405
2006-10-31,0.0024612711741709425,0.0040322580645162365,-0.0012468827930174342,-0.001831501831501825,0.014933058702368607,0.0004770992366411875,0.0022405595934205103,0.0016327863499061568,0.0034062845950777465,0.0023748629886737316,0.0008668849932575995,0.00420388323391907,0.00296823842410765,0.0013018448189221488
2006-11-01,0.0015164644714038555,-0.013769363166953541,-0.0027465667915106406,0.0024464831804280607,0.01877219685438858,-0.0015895724050229987,0.008396946564885432,0.001711630939766895,0.0029703810574557288,0.0016402405686168908,0.000673659897988621,0.002453933315101464,0.0016269894633966775,0.0007640473181058649
2006-11-02,-0.013122791837911874,-0.0014543339150668855,-0.003004506760140191,-0.0024405125076265577,-0.0048140770252323994,-0.005015124980098706,0.017086622688439412,0.0017087062652563212,-0.0028769673379590577,-0.0011826783114992079,-0.00067320638584345,-0.0018718894009217557,-0.0011818587518058754,-0.0005347180608600288
2006-11-03,0.00518740410608598,-0.0014564520827264893,0.0022601707684579697,0.0,0.008006672226855693,0.0018401472117768325,-0.0031897926634768536,0.0012184225489400013,-0.0033944331296673624,-0.0029146552509337065,-0.0009623712828408237,-0.007791543432914438,-0.0057676688697337886,-0.0026740426164538755
2006-11-06,-0.002180549498473572,0.01327304550758468,0.017790027562014643,0.0018348623853210455,0.022670858844944464,0.01693020284299629,0.011413333333333275,0.011195846178809088,8.514986376018108e-05,-0.00027404768429706294,-9.63298333493956e-05,0.0011632982203397813,0.0008921150171425918,0.00015298797279150733
2006-11-07,0.009688228438228474,0.008924715704620612,0.000984736582964052,0.0030525030525030417,0.012944983818770295,0.0005497094392963309,0.00010546298249325403,0.0028080872913991417,0.0026394210302256305,0.0011878654970760572,0.00019267822736024343,0.0026148444711329155,0.001783590963139181,0.000689321111856378
2006-11-08,-0.0028136498088160433,0.005706948209444951,0.005902606984751646,-0.011564211807668867,-0.011821086261980862,0.0030609842241582363,-0.007328904355161869,8.000640051197827e-05,0.00016983695652172948,-0.00036506342977082884,-0.0003852822192255134,0.0015937414819664486,0.0008906824925816181,0.0003831278716217579
2006-11-09,0.007090146143828635,-0.006525748333096937,-0.006112469437652757,0.0006157635467980427,0.027158098933074637,-0.0053990610328638056,0.009720082859722812,-0.0008799999999999919,0.0005943284088978373,0.0004564959371862187,0.00019271535941411955,0.0004332077832998049,0.0005929436855292014,0.00015280065978529045
2006-11-10,-0.0053879310344827624,0.004569470227045569,0.00319803198031976,-0.010461538461538411,-0.006452628265659399,0.004169616867280235,-0.007890583903208848,-0.0028024661702298337,0.0015273652948664118,0.0014601204599378192,0.0008670520231213175,0.0017348565528076954,0.001036325434631058,0.00015277731531093686
2006-11-13,-0.0004333694474538685,0.00824449182658138,0.0019617459538989745,-0.0043532338308457375,-0.010613020750831592,0.0039956126606079945,0.0025980911983032318,-0.00248916010920186,-0.0009319664492077884,-0.0004556223801712722,-0.0002887669650591951,-0.0014427482044159223,-0.0013317155735896868,-0.0006883720930233039
2006-11-14,0.0067201387383482025,0.012970534329620698,0.006363191385217792,0.018113678950655743,0.013128402177393639,0.0051502145922746045,0.0017452006980802626,-0.0013684295258794554,0.0011872455902306456,0.00036466405324109274,0.0,0.0023124723659553315,0.0013334914048608315,0.0005359870735988093
2006-11-15,0.002799310938845778,0.0026443980514960774,0.0012159533073929918,-0.0018404907975460016,0.030815423514538587,0.0017079419299743659,0.010136205258156394,0.005239400290182106,-0.0020328646450957777,-0.001275858926455875,-0.00038513383400740064,-0.003460705762490357,-0.0026634311471792627,-0.0013005658636715545
2006-11-16,0.006585069071648464,0.0049972237645752315,-0.0007286859363614395,-0.005531653349723387,0.0065920588686188,0.002015035263117193,0.0013588376711612948,0.004009301579664726,-0.0014428789679170606,-0.000638744410986436,-9.63205548063506e-05,-0.002605005908260738,-0.002077933918282371,-0.0006128857012295263
2006-11-17,-0.004266514968356727,-0.0022099447513812542,-0.002916869227029606,-0.0067985166872682745,0.018275967103259294,-0.002243019568412108,0.0014613778705636626,-0.00934430157335675,0.00356991075223112,0.0018261504747991708,0.0006743088334455472,0.004497549281311297,0.0034203130814127736,0.0016091983346759875
2006-11-20,0.0019995715203884323,0.0029069767441860517,0.0,-0.021779713752333563,0.03380197427460363,0.0023255813953488857,-0.014696685428392753,0.0010480490164463951,0.0014398238333193092,0.001002551950419317,0.0004813246053139153,0.00014419410745247774,-0.00014795494961472588,-0.00022923624166215628
2006-11-21,0.0018530396978120312,0.002208419599723843,0.0021940516821061795,-0.0012722646310432406,0.0088252314814814,0.002320185614849146,0.00751084311858663,0.0017717645163888296,0.00025372124492561987,0.00018209960848580842,-9.621860867892185e-05,0.0014445057489109736,0.0008888096306365334,0.00015285920197705138
2006-11-22,0.0009959450807426329,0.005233438920258848,-0.00024324981756262964,0.010191082802547768,0.00487595009321673,0.002700617283950546,0.014174716505669815,-0.006833346732052381,-0.00016910459118957277,-0.00018206645425578039,0.00019245573518089643,0.0010096032277773226,0.0005923294754519581,0.00030665139614560744
2006-11-23,0.0,0.0,-0.004379562043795637,0.0,0.007706579135150493,-0.0004617160446325208,-0.00025882596542081693,-0.004532944795208049,-0.0019450317124736216,-0.001274697259400881,-0.0006734654608426816,0.0,0.0,0.0
2006-11-24,-0.004264089261601822,-0.005891217975065088,-0.014662756598240456,-0.008196721311475419,-0.009205494972383543,-0.01578258526445453,-0.002226479573344431,-0.003984387705317949,0.002541942043721379,0.0013674901996536537,0.0003850967555598661,0.00014382015842340223,0.00014870508183029152,0.00015278898665638252
2006-11-27,0.0004996074512884086,-0.01915656008820288,-0.016369047619047672,0.009535918626827788,-0.0015723270440252124,-0.01830413016270338,-0.002387130254281278,-0.009061964241978915,0.0006761325219744041,0.0013656227239620122,0.000673659897988621,0.001152239400319388,0.0008873627050072219,0.00022914846862231997
2006-11-28,-0.015194749607647329,0.0016861036953772501,0.005295007564296572,-0.0018891687657430767,-0.015032211882605617,0.003824701195219049,-0.028297960882230577,-0.0038721370901301233,0.00033783783783780663,0.0,0.0001923446816696206,0.0020136378619162176,0.001330337078651711,0.00045917098587633376
2006-11-29,0.009272002897500853,0.007574694908121682,0.010032605969400477,0.01577287066246047,0.015406976744186007,0.01222416256548664,0.004603854389721551,0.006533785460259622,-0.002617359000337771,-0.002000181834712289,-0.0008653846153846567,-0.001148600407431588,-0.000885398112599689,-0.00022899082568805795
2006-11-30,0.006387712624704056,-0.0001392175971042242,-0.006456419170598471,0.01304347826086949,0.028914972802748462,-0.006744040150564623,0.01236278375785993,-0.002875924404272756,0.003047490053331048,0.0018219914366401913,0.0005774227697046275,0.003737703892529254,0.002807979238544922,0.001147174007307905
2006-12-01,0.0006418485237482674,0.004455583402951824,-0.00799800049987498,0.002452483139178341,0.017529215358931483,-0.003237012474340717,-0.008843036109064117,-0.0023897816234034197,0.0036289982276986876,0.004001091206692786,0.0006732711359047627,0.003007073634352375,0.0038309442589121723,0.003971400441723061
2006-12-04,-0.0025657472738934706,0.011782644857222024,0.0075585789871503994,-0.006116207951070374,0.030216024063439928,0.009504950495049513,-0.0011152416356877692,0.0008260366760284299,-0.00025227043390518844,9.057150620428445e-05,0.00038446751249510136,0.00028600799543121447,0.00029406928948905176,0.00022787583688366198
2006-12-05,0.00978921043229719,0.0027401013837511368,0.011752938234558696,0.003076923076922977,0.012475116124751162,0.011141624166339792,0.017385294274017804,0.007263123142951411,-0.0005046681806711861,-0.0009056330374932475,-0.0006725595695618036,-0.0008568651524453186,-0.0004405046361000142,-0.00022782392131692752
2006-12-06,0.001415227851684131,-0.003689028555813656,-0.005684626791893188,0.006748466257668673,0.004063442128719341,-0.0025607201055326545,0.0008883779264214908,0.001474926253687281,-0.0015147689977277334,-0.0009970993473531475,-0.0004807230074032054,-0.0025709714285714336,-0.0023491405434408197,-0.001369202678028092
2006-12-07,0.0017665347654041152,-0.013576522216127263,0.0037285607755406236,0.005484460694698434,-0.0009138381201044821,0.0071573051190290116,-0.010651072938965167,0.007854688267059373,-0.0019384745048461882,-0.0019054532256600476,-0.0007695267410542384,0.00028599242120086465,0.00014693153273137582,7.606275762594983e-05
2006-12-08,0.0009169782041333896,0.005560962046434081,0.003962357602773636,-0.0060606060606061,-0.03397360512217429,0.00355322107214584,-0.0039052192727848656,0.0039779184932617895,-0.0028711366323256327,-0.001636363636363658,-0.0003850596842509546,-0.004581901489117968,-0.0033845791642141965,-0.0018282926087248574
2006-12-11,0.003171247357293794,0.004977187888842716,0.007893438579181122,0.01097560975609757,0.051535236034086385,0.005233990147783141,0.006357615894039714,-0.00016172070833675445,0.0,0.0002731742851940222,-0.00019260400616338824,0.0018697353279633067,0.0011811607692095993,7.619628162158776e-05
2006-12-12,0.0012644889357218414,-0.007841518778373913,-0.0004894762604014113,0.005428226779252032,0.012220221250321517,-0.0005359877488514408,-0.0002632271650434559,-0.00428629195309338,0.0003387533875338633,-9.103322712777917e-05,-9.63205548063506e-05,0.0024414650260364823,0.001917829681245653,0.0009162393162394089
